numTreatments,instCode,journals,dois,country,name,type,country_name,region
4,BIOUG,ZooKeys,10.3897/zookeys.841.33549;10.3897/zookeys.628.9805;10.3897/zookeys.1024.60393,CA,Centre for Biodiversity Genomics,UNIVERSITY_COLLEGE,Canada,GN
2,NWU,ZooKeys,10.3897/zookeys.841.32364,US,Northwestern University,HERBARIUM,United States,GN
10,CBNUIC,ZooKeys,10.3897/zookeys.695.19906;10.3897/zookeys.1033.59558,,,,,
2,UNHC,ZooKeys,10.3897/zookeys.688.19867,,,,,
5,BYU,ZooKeys,10.3897/zookeys.528.6001,US,"Brigham Young University, Monte L. Bean Life Science Museum",UNIVERSITY_COLLEGE,United States,GN
1,NMSU,ZooKeys,10.3897/zookeys.528.6001,,"New Mexico State University, Collection of Arthropods",,,
16,UMS,ZooKeys,10.3897/zookeys.531.6097,MY,Universiti Malaysia Sabah,,Malaysia,GS
13,WIBF,ZooKeys,10.3897/zookeys.532.6587;10.3897/zookeys.537.6115;10.3897/zookeys.690.13751,US,West Indian Beetle Fauna Project Collection,UNIVERSITY_COLLEGE,United States,GN
5,USGS,ZooKeys,10.3897/zookeys.539.6108;10.3897/zookeys.544.6074;10.3897/zookeys.562.7310,,USGS Patuxent Wildlife Research Center,,,
2,NMB,ZooKeys,10.3897/zookeys.539.6108,CH,Naturhistorisches Museum Basel,MUSEUM,Switzerland,GN
1,BAB,PhytoKeys,10.3897/phytokeys.71.9203,AR,Instituto Nacional de Tecnología Agropecuaria,HERBARIUM,Argentina,GS
11,IECA,ZooKeys,10.3897/zookeys.803.28903;10.3897/zookeys.963.54714,CZ,"Biology Centre of the Academy of Sciences of the Czech Republic, Institute of Entomology",OTHER_INSTITUTIONAL_TYPE,Czechia,GN
10,MTQ,ZooKeys,10.3897/zookeys.695.13771;10.3897/zookeys.763.21252;10.3897/zookeys.733.20474;10.3897/zookeys.594.7539;10.3897/zookeys.646.11397,,,,,
1,ASIZ,ZooKeys,10.3897/zookeys.694.14871,,,,,
22,SNUC,ZooKeys,10.3897/zookeys.694.13802;10.3897/zookeys.775.22620;10.3897/zookeys.522.6109;10.3897/zookeys.740.20458;10.3897/zookeys.852.31611;10.3897/zookeys.846.32568;10.3897/zookeys.539.6256;10.3897/zookeys.568.7622;10.3897/zookeys.664.11881;10.3897/zookeys.592.8769;10.3897/zookeys.663.11635;10.3897/zookeys.987.53648,,,,,
1,MMUM,ZooKeys,10.3897/zookeys.693.14769,,,,,
5,MCZC,ZooKeys,10.3897/zookeys.693.13012;10.3897/zookeys.1010.58436;10.3897/zookeys.616.9532,,,,,
1,IREC,ZooKeys,10.3897/zookeys.690.13751,GP,Institut de Recherches Entomologique de la Caribe,,Guadeloupe,GS
1,IZAC,ZooKeys,10.3897/zookeys.690.13751,CU,"Academia de Ciencias de Cuba, Instituto de Zoologia",,Cuba,GS
2,DMSA,ZooKeys,10.3897/zookeys.688.13632,ZA,Durban Natural Science Museum,MUSEUM,South Africa,GS
2,CBSS,ZooKeys,10.3897/zookeys.687.13844,,,,,
19,SNHM,ZooKeys,10.3897/zookeys.686.11468;10.3897/zookeys.620.9372;10.3897/zookeys.789.27356;10.3897/zookeys.754.24210;10.3897/zookeys.740.20458;10.3897/zookeys.879.34404;10.3897/zookeys.534.6036;10.3897/zookeys.604.8737;10.3897/zookeys.1003.60210,,Schiele Museum of Natural History,,,
2,ZAFU,ZooKeys,10.3897/zookeys.682.11767;10.3897/zookeys.991.47725,,,,,
7,ASUHIC,ZooKeys,10.3897/zookeys.679.12805,,,,,
3,BellMNH,ZooKeys,10.3897/zookeys.679.13472;10.3897/zookeys.601.9040,,,,,
1,UPOL,ZooKeys,10.3897/zookeys.669.12608,CZ,University Palacky Olomouc,,Czechia,GN
1,IUQ,ZooKeys,10.3897/zookeys.668.11489,CO,Laboratorio de Ictiologia,,Colombia,GS
6,IZBE,ZooKeys,10.3897/zookeys.668.11350;10.3897/zookeys.1026.63749,EE,Institute of Zoology and Botany,,Estonia,GN
1,UMKL,ZooKeys,10.3897/zookeys.665.11609,MY,University of Malaysia,,Malaysia,GS
15,NEFU,ZooKeys,10.3897/zookeys.662.11809;10.3897/zookeys.985.54047;10.3897/zookeys.584.8129;10.3897/zookeys.1017.62256;10.3897/zookeys.1023.61580,,,,,
7,VI,ZooKeys,10.3897/zookeys.658.10928,NO,"Mykotektet, National Veterinary Institute",,Norway,GN
2,UV,ZooKeys,10.3897/zookeys.658.10928,CO,Departamento de Biologia de la Universidad del Valle,,Colombia,GS
2,CI,ZooKeys,10.3897/zookeys.658.10928,US,Carnegie Institution of Washington,HERBARIUM,United States,GN
6,ENT,ZooKeys,10.3897/zookeys.658.10928,UG,Ministry of Natural Resources,HERBARIUM,Uganda,GS
11,YNU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.657.11630;10.3897/jhr.74.39299;10.3897/zookeys.562.7303,JP,Yokohama National University,HERBARIUM,Japan,GN
2,UFRN,MycoKeys,10.3897/mycokeys.62.39699,BR,Universidade Federal do Rio Grande do Norte,HERBARIUM,Brazil,GS
2,LJF,MycoKeys,10.3897/mycokeys.62.39699,SI,Slovenian Forestry Institute,HERBARIUM,Slovenia,GN
5,NTNU,ZooKeys,10.3897/zookeys.915.46980;10.3897/zookeys.992.55977,CN,National Taiwan Normal University,,China,GS
2,KKU,ZooKeys,10.3897/zookeys.911.38496,TH,"Herbarium, Department of Biology, Khon Kaen University",,Thailand,GS
44,MTD,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.907.36563;10.3897/nl.39.9090,DE,Museum of Zoology Senckenberg Dresden,,Germany,GN
27,MFNB,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.907.36563;10.3897/zookeys.901.39432;10.3897/zookeys.963.54714;10.3897/dez.63.7178,IT,Museo Friulano di Storia Naturale,,Italy,GN
1,NBCB,ZooKeys,10.3897/zookeys.906.48501,,,,,
6,LAH,MycoKeys,10.3897/mycokeys.39.26743;10.3897/mycokeys.69.33563,PK,University of the Punjab,HERBARIUM,Pakistan,GS
17,YMF,MycoKeys,10.3897/mycokeys.40.23828;10.3897/mycokeys.73.54054;10.3897/mycokeys.48.32147;10.3897/mycokeys.44.30295;10.3897/mycokeys.80.64624;10.3897/mycokeys.76.57410,CN,Key Laboratory of Industrial Microbiology & Fermentation Technology,,China,GS
5,CPC,MycoKeys;ZooKeys,10.3897/mycokeys.40.28636;10.3897/zookeys.566.7344,NL,Culture collection of Pedro Crous,,Netherlands,GN
5,BJTC,MycoKeys,10.3897/mycokeys.67.50068;10.3897/mycokeys.60.46645,CN,Capital Normal University,HERBARIUM,China,GS
1,MBCG,Nota Lepidopterologica,10.3897/nl.38.5058,IT,"Museo di Scienze Naturali ""Enrico Caffi""",,Italy,GN
1,ZSMC,Journal of Orthoptera Research,10.3897/jor.29.51328,DE,Zoologische Staatssammlung,,Germany,GN
2,SNU,ZooKeys,10.3897/zookeys.546.6335,,,,,
11,NRM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.552.5956;10.3897/zookeys.596.8332;10.3897/zse.95.31488,SE,Swedish Museum of Natural History - Zoological Collections,MUSEUM,Sweden,GN
1,AUM,ZooKeys,10.3897/zookeys.552.5956,US,"Auburn University Museum of Natural History, Entomological Museum",,United States,GN
1,SY,ZooKeys,10.3897/zookeys.554.6306,CN,Shenyang Municipal Academy of Landscape Gardening,HERBARIUM,China,GS
5,NBM,ZooKeys,10.3897/zookeys.573.7878;10.3897/zookeys.573.7016,CA,New Brunswick Museum,HERBARIUM,Canada,GN
1,IOCAS,ZooKeys,10.3897/zookeys.577.6295,CN,"Institute of Oceanology, Chinese Academy of Scineces",,China,GS
12,OLML,ZooKeys,10.3897/zookeys.577.7301;10.3897/zookeys.1010.58759,AT,Oberösterreichisches Landesmuseum,MUSEUM,Austria,GN
2,CCDB,ZooKeys,10.3897/zookeys.577.7301,BR,Crustacean Collection of the Department of Biology,,Brazil,GS
3,NARI,ZooKeys,10.3897/zookeys.577.7254;10.3897/zookeys.571.7356,PG,National Agricultural Research Institute,,Papua New Guinea,GS
1,MZPW,ZooKeys,10.3897/zookeys.595.7569,PL,"Polish Academy of Science, Museum of the Institute of Zoology",,Poland,GN
1,FRCS,ZooKeys,10.3897/zookeys.596.8525,MY,Forest Research Centre,,Malaysia,GS
8,UASB,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.597.7520;10.3897/dez.66.47447,IO,University of Agricultural Sciences,,British Indian Ocean Territory,GS
4,INPC,ZooKeys,10.3897/zookeys.597.7520,IO,National Pusa Collections,,British Indian Ocean Territory,GS
10,ULLZ,ZooKeys,10.3897/zookeys.825.32271,US,"University of Louisiana at Layafette, Zoological Collection",,United States,GN
4,MOUFPE,ZooKeys,10.3897/zookeys.825.32271,BR,Oceanographic Museum of the Federal University of Pernambuco,,Brazil,GS
3,OSAKA,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.938.51614;10.3897/JHR.46.5849,,,,,
1,MEU,ZooKeys,10.3897/zookeys.944.49921,,,,,
5,UCZM,ZooKeys,10.3897/zookeys.944.49921,,,,,
2,IZ-CAS,ZooKeys,10.3897/zookeys.945.53480;10.3897/zookeys.1037.67300,,,,,
22,PBZT,ZooKeys,10.3897/zookeys.949.51269,MG,Parc Botanique et Zoologique de Tsimbazaza,,Madagascar,GN
6,SICAU,MycoKeys,10.3897/mycokeys.70.54231;10.3897/mycokeys.46.32458,,,,,
3,MHND,ZooKeys,10.3897/zookeys.955.53644;10.3897/zookeys.959.53415,,,,,
12,IBE,ZooKeys,10.3897/zookeys.963.53470,ES,"Institut de Biologia Evolutiva, (CSIC-UPF)",,Spain,GN
15,AMG,ZooKeys,10.3897/zookeys.963.53470,ZA,Albany Museum,,South Africa,GS
35,NIBR,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.712.14955;10.3897/zookeys.999.58747;10.3897/jhr.74.39299;10.3897/zookeys.1010.59915;10.3897/zookeys.1033.59558;10.3897/zookeys.991.55370,KR,National Institute of Biological Resources,,"Korea, Republic of",GN
5,KAUM,ZooKeys,10.3897/zookeys.712.14955,JP,Kagoshima University Museum,,Japan,GN
5,FAKU,ZooKeys,10.3897/zookeys.712.14955,JP,Kyoto University,UNIVERSITY_COLLEGE,Japan,GN
3,CBU,PhytoKeys,10.3897/phytokeys.161.53019,CA,Cape Breton University,,Canada,GN
3,KWNU,PhytoKeys,10.3897/phytokeys.161.53019,KR,Kangwon National University,HERBARIUM,"Korea, Republic of",GN
16,CMN,ZooKeys,10.3897/zookeys.681.12522;10.3897/zookeys.743.23029,CA,Canadian Museum of Nature,MUSEUM,Canada,GN
15,MNHNSD,ZooKeys,10.3897/zookeys.681.12522,DO,"Museo Nacional de Historia Natural, Santo Domingo",,Dominican Republic,GS
17,SBNM,ZooKeys,10.3897/zookeys.681.12522,,,,,
3,MZNA,ZooKeys,10.3897/zookeys.681.12942;10.3897/zookeys.989.52361,ES,"Universidad de Navarra, Museum of Zoology",UNIVERSITY_COLLEGE,Spain,GN
3,SMNG,ZooKeys,10.3897/zookeys.681.12942;10.3897/zookeys.1021.63147,DE,Senckenberg Museum fuer Naturkunde Goerlitz,,Germany,GN
5,CLEV,ZooKeys,10.3897/zookeys.680.11162,US,Cleveland Museum of Natural History,MUSEUM,United States,GN
4,ZMTAU,ZooKeys,10.3897/zookeys.676.12751;10.3897/zookeys.680.12727;10.3897/zookeys.581.7455;10.3897/zookeys.567.7212,,,,,
3,UMZC,ZooKeys,10.3897/zookeys.675.13252;10.3897/zookeys.522.10294,GB,University Museum of Zoology Cambridge,,United Kingdom,GN
3,IFML,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.674.11435;10.3897/jhr.61.20742,,,,,
5,DIBEC,ZooKeys,10.3897/zookeys.673.12084;10.3897/zookeys.737.21191;10.3897/zookeys.1021.63147,,,,,
2,ITBCZ,ZooKeys,10.3897/zookeys.672.10624,,,,,
20,LKCNHM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.661.10677;10.3897/zookeys.798.28107;10.3897/JHR.50.8652;10.3897/zookeys.743.22696;10.3897/zookeys.551.6686;10.3897/zookeys.636.10592;10.3897/zookeys.627.8629;10.3897/zookeys.618.9451,SG,"Lee Kong Chian Natural History Museum, Faculty of Science, National University of Singapore, Singapore",MUSEUM,Singapore,GN
3,IWU,ZooKeys,10.3897/zookeys.660.11394;10.3897/zookeys.774.25332;10.3897/zookeys.645.11221,,,,,
3,NMP6V,ZooKeys,10.3897/zookeys.660.11394;10.3897/zookeys.774.25332;10.3897/zookeys.645.11221,,,,,
6,SAIAB,ZooKeys,10.3897/zookeys.657.11076;10.3897/zookeys.641.10434;10.3897/zookeys.979.56863,ZA,South African Institute for Aquatic Biodiversity,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,South Africa,GS
2,MAGNT,ZooKeys,10.3897/zookeys.653.11177,AU,Museum and Art Gallery of the Northern Territory,MUSEUM,Australia,GN
2,ABTC,ZooKeys,10.3897/zookeys.653.11177,AU,"Australian Biological Tissue Collection, South Australian Museum",MUSEUM,Australia,GN
6,MAIC,ZooKeys,10.3897/zookeys.648.10935,GR,CIHEAM Mediterranean Agronomic Institute of Chania,HERBARIUM,Greece,GN
1,DOA,ZooKeys,10.3897/zookeys.647.10960,TH,"Department Of Agriculture, Thailand",,Thailand,GS
3,QDPI,ZooKeys,10.3897/zookeys.646.10912,AU,Queensland Department of Primary Industries,,Australia,GN
1,ZMUA,ZooKeys,10.3897/zookeys.640.10674,GR,Zoological Museum of the University of Athens,MUSEUM,Greece,GN
1,UOA,ZooKeys,10.3897/zookeys.640.10674,GR,UOA/HCPF University of Athens/Hellenic Collection of Pathogenic Fungi,MEDICAL_RESEARCH_INSTITUTE,Greece,GN
21,NMS,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.639.10893;10.3897/jhr.82.64657;10.3897/jhr.72.39339,GB,National Museum of Scotland - Natural Sciences,MUSEUM,United Kingdom,GN
2,MUSA,Nota Lepidopterologica;ZooKeys,10.3897/nl.43.54177;10.3897/zookeys.996.53958,,"Universidad Nacional de San Agustin, Museo de Historia Natural (Peru)",,,
3,SHSU,ZooKeys,10.3897/zookeys.973.54026,,"Sam Houston State University, Vertebrate Natural History Collection",,,
1,NAU,ZooKeys,10.3897/zookeys.974.55528,CN,Nanjing Agricultural University,HERBARIUM,China,GS
2,CUVC,PhytoKeys,10.3897/phytokeys.162.55891,CO,Universidad del Valle,HERBARIUM,Colombia,GS
4,ECOCH,ZooKeys,10.3897/zookeys.637.10276;10.3897/zookeys.603.7480,MX,"Museo de Zoologia - El Colegio de la Frontera Sur, Chetumal",MUSEUM,Mexico,GS
4,HBUM,ZooKeys,10.3897/zookeys.635.9915;10.3897/zookeys.765.24395,CN,"College of Life Sciences Hebei Univesity, Baoding",,China,GS
2,SSUC,ZooKeys,10.3897/zookeys.632.9528,CL,Pontificia Universidad Católica de Chile,HERBARIUM,Chile,GS
3,MEX,ZooKeys,10.3897/zookeys.626.10033,MX,Museo de Historia Natural de la Ciudad de México,HERBARIUM,Mexico,GS
11,HNU,ZooKeys,10.3897/zookeys.626.7485;10.3897/zookeys.1009.57857;10.3897/zookeys.1023.62025;10.3897/zookeys.1034.60411;10.3897/zookeys.1037.62916,CN,Hunan Normal University,,China,GS
1,ANU,ZooKeys,10.3897/zookeys.625.9846,AU,Australian National University,,Australia,GN
1,MPSU,ZooKeys,10.3897/zookeys.620.9372,TH,"Department of Microbiology, Songkla University",,Thailand,GS
16,RGM,ZooKeys,10.3897/zookeys.619.10043;10.3897/zookeys.770.25365,NL,"Naturalis Biodiversity Center, Geology & Paleontology Collections",MUSEUM,Netherlands,GN
3,UNSM,ZooKeys,10.3897/zookeys.617.9178,US,University of Nebraska State Museum,,United States,GN
8,CIRAD,ZooKeys,10.3897/zookeys.615.9179,FR,Centre de Cooperation Internationale en Recherche Agronomique pour le Developpement,,France,GN
4,AHF,ZooKeys,10.3897/zookeys.615.9530,US,"Allan Hancock Foundation, University of Southern California",,United States,GN
1,MZFC,ZooKeys,10.3897/zookeys.610.8605,MX,"Museo de Zoologia ""Alfonso L. Herrera""",,Mexico,GS
3,SMOC,ZooKeys,10.3897/zookeys.609.9459;10.3897/zookeys.549.6925,CZ,Slezske Muzeum Opava,,Czechia,GN
1,ZMFUM,ZooKeys,10.3897/zookeys.980.50934,,,,,
2,NNU,ZooKeys,10.3897/zookeys.980.52186,,,,,
10,PEM,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.979.56863;10.3897/zse.97.57202;10.3897/zookeys.1023.53404,ZA,Port Elizabeth Museum,MUSEUM,South Africa,GS
3,MHNCUP,ZooKeys,10.3897/zookeys.979.56863,,,,,
4,GZAC,MycoKeys,10.3897/mycokeys.74.56655;10.3897/mycokeys.80.66794,CN,Guizhou Agricultural College,HERBARIUM,China,GS
8,MUCL,MycoKeys,10.3897/mycokeys.74.57824;10.3897/mycokeys.66.50946;10.3897/mycokeys.39.27014,,,,,
10,PRA,MycoKeys,10.3897/mycokeys.74.57824,CZ,"Institute of Botany, Academy of Sciences",HERBARIUM,Czechia,GN
47,NIAES,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.990.55542;10.3897/zookeys.578.7424;10.3897/jhr.80.56178;10.3897/zookeys.1028.61018;10.3897/JHR.45.5301;10.3897/zookeys.995.55981,JP,National Institute for Agro-Environmental Sciences,,Japan,GN
17,EUM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.990.55542;10.3897/jhr.53.11027,,,,,
1,PERC,ZooKeys,10.3897/zookeys.989.53018,US,Purdue Entomological Research Collection,UNIVERSITY_COLLEGE,United States,GN
4,CEUA,ZooKeys,10.3897/zookeys.988.49627;10.3897/zookeys.1036.64230,,,,,
6,ZJU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.987.55317;10.3897/jhr.81.61892;10.3897/zookeys.843.31885,CN,Zhejiang University College of Sciences,,China,GS
16,UIMNH,ZooKeys,10.3897/zookeys.985.56974;10.3897/zookeys.562.6124,US,"University of Illinois, Museum of Natural History",MUSEUM,United States,GN
2,CSFI,PhytoKeys,10.3897/phytokeys.166.55731,CN,Central-South Forestry University,HERBARIUM,China,GS
2,LE,PhytoKeys,10.3897/phytokeys.166.55731,BR,Servico de Microbiologia e Imunologia,,Brazil,GS
5,ZMUO,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.992.53975;10.3897/jhr.72.39339,FI,University of Oulu Zoological Museum,MUSEUM,Finland,GN
5,DZUL,Subterranean Biology,10.3897/subtbiol.34.50231;10.3897/subtbiol.38.61733,ES,"Departamento de Zoologia, Universidad de La Laguna",,Spain,GN
2,KB,PhytoKeys,10.3897/phytokeys.77.11345,KR,National Institute of Biological Resources,HERBARIUM,"Korea, Republic of",GN
2,CB,PhytoKeys,10.3897/phytokeys.77.11345,AU,The CB Rhizobium Collection,,Australia,GN
5,RUPP,PhytoKeys;ZooKeys,10.3897/phytokeys.77.11345;10.3897/zookeys.1018.61033,KH,Royal University of Phnom Penh,HERBARIUM,Cambodia,GS
2,HHU,PhytoKeys,10.3897/phytokeys.77.11345,KR,Hallym University,,"Korea, Republic of",GN
2,KRIB,PhytoKeys,10.3897/phytokeys.77.11345,KR,Korea Research Institute of Bioscience and Biotechnology,HERBARIUM,"Korea, Republic of",GN
2,CHR,PhytoKeys,10.3897/phytokeys.75.10328,NZ,Manaaki Whenua - Landcare Research,HERBARIUM,New Zealand,GN
2,AK,PhytoKeys,10.3897/phytokeys.75.10328,NZ,Auckland War Memorial Museum,HERBARIUM,New Zealand,GN
2,WELT,PhytoKeys,10.3897/phytokeys.75.10328,NZ,Museum of New Zealand Te Papa Tongarewa,HERBARIUM,New Zealand,GN
2,WAIK,PhytoKeys,10.3897/phytokeys.75.10328,NZ,University of Waikato,HERBARIUM,New Zealand,GN
2,HUTB,PhytoKeys,10.3897/phytokeys.157.50246,CN,Hainan University,HERBARIUM,China,GS
2,JIU,PhytoKeys,10.3897/phytokeys.156.49137,CN,Jishou University,HERBARIUM,China,GS
2,GXMG,PhytoKeys,10.3897/phytokeys.153.52796,CN,Guangxi Medicinal Botanic Garden,HERBARIUM,China,GS
22,IOZ,ZooKeys,10.3897/zookeys.995.55981;10.3897/zookeys.545.6111,,,,,
20,UFFE,ZooKeys,10.3897/zookeys.995.55981,,,,,
1,NMP-P6V,ZooKeys,10.3897/zookeys.994.56277,,,,,
1,UVGC,ZooKeys,10.3897/zookeys.993.49434,GT,Collecion de Artropodos,,Guatemala,GS
1,ECO-SC,ZooKeys,10.3897/zookeys.993.49434,,,,,
2,MZLQ,Subterranean Biology,10.3897/subtbiol.36.54034;10.3897/subtbiol.27.25777,,,,,
3,AD,PhytoKeys,10.3897/phytokeys.151.51909,AU,State Herbarium of South Australia,HERBARIUM,Australia,GN
2,HIB,PhytoKeys,10.3897/phytokeys.167.58538,CN,Wuhan Institute of Botany,HERBARIUM,China,GS
6,CBF,Zoosystematics and Evolution,10.3897/zse.96.55210;10.3897/zse.97.64766,BO,Coleccion Boliviana de Fauna,,"Bolivia, Plurinational State of",GN
1,NUPEM,Zoosystematics and Evolution,10.3897/zse.96.56097,BR,Instituto de Biodiversidade e Sustentabilidade,,Brazil,GS
2,CERPE,ZooKeys,10.3897/zookeys.999.53130;10.3897/zookeys.1001.58447,,,,,
4,MNB,ZooKeys,10.3897/zookeys.999.58747,DE,Museum fuer Naturkunde der Humboldt-Universitaet,,Germany,GN
5,EIHU,ZooKeys,10.3897/zookeys.999.58747,,,,,
5,MIIZ,ZooKeys,10.3897/zookeys.999.58747,,,,,
1,BC,MycoKeys,10.3897/mycokeys.73.47287,ES,Institut Botànic de Barcelona,HERBARIUM,Spain,GN
10,IFP,MycoKeys,10.3897/mycokeys.72.51872;10.3897/mycokeys.66.49910;10.3897/mycokeys.78.57823;10.3897/mycokeys.29.21250;10.3897/mycokeys.51.33262,CN,"Institute of Applied Ecology, Academia Sinica",HERBARIUM,China,GS
4,MHHNU,MycoKeys,10.3897/mycokeys.70.54149,,,,,
4,FH,MycoKeys,10.3897/mycokeys.69.33563,,Fort Hays,,,
4,TUR,MycoKeys,10.3897/mycokeys.68.50035,FI,University of Turku,HERBARIUM,Finland,GN
4,WIN,MycoKeys,10.3897/mycokeys.68.50035,CA,University of Manitoba,HERBARIUM,Canada,GN
3,UTHSC,MycoKeys,10.3897/mycokeys.68.51667;10.3897/mycokeys.78.60063,,University of Texas Health Science Center,,,
7,GACP,MycoKeys,10.3897/mycokeys.49.31904;10.3897/mycokeys.78.61836,CN,Guizhou Agricultural College,HERBARIUM,China,GS
6,SICAUCC,MycoKeys,10.3897/mycokeys.46.32458;10.3897/mycokeys.70.54231,,,,,
1,NBRC,MycoKeys,10.3897/mycokeys.44.29742,JP,NITE Biological Resource Center,,Japan,GN
21,FMR,MycoKeys,10.3897/mycokeys.44.29742;10.3897/mycokeys.68.51667;10.3897/mycokeys.77.60862,ES,Facultad de Medicina,,Spain,GN
9,CESP,ZooKeys,10.3897/zookeys.1001.58447,,,,,
3,UNESP,ZooKeys,10.3897/zookeys.1001.58447;10.3897/zookeys.675.12024;10.3897/zookeys.621.9662,,,,,
1,GLM,MycoKeys,10.3897/mycokeys.41.28454,DE,Senckenberg Gesellschaft für Naturforschung: Senckenberg Museum für Naturkunde Görlitz,HERBARIUM,Germany,GN
2,MHU,Journal of Orthoptera Research,10.3897/jor.29.49821,UG,Makerere University,HERBARIUM,Uganda,GS
4,NPC,Deutsche Entomologische Zeitschrift,10.3897/dez.66.47447,,,,,
1,NMWC,Deutsche Entomologische Zeitschrift,10.3897/dez.67.46662,GB,National Museum of Wales,MUSEUM,United Kingdom,GN
7,HUJ,ZooKeys,10.3897/zookeys.605.8060,IL,Hebrew University,HERBARIUM,Israel,GN
3,YZU,ZooKeys;MycoKeys,10.3897/zookeys.604.8203;10.3897/mycokeys.78.64853,CN,Yuzhou University,HERBARIUM,China,GS
7,NZMC,ZooKeys,10.3897/zookeys.1003.56563;10.3897/zookeys.623.10205;10.3897/zookeys.612.7873;10.3897/zookeys.1028.61018,,,,,
5,MHNC,ZooKeys,10.3897/zookeys.594.8295;10.3897/zookeys.563.6084,,Museo de Historia Natural de Concepcion (Chile),,,
10,UPNG,ZooKeys,10.3897/zookeys.582.7709,PG,University of Papua New Guinea,HERBARIUM,Papua New Guinea,GS
3,FML,ZooKeys,10.3897/zookeys.588.7906;10.3897/zookeys.865.32878,AR,Fundacion Miguel Lillo,,Argentina,GS
2,ISER,ZooKeys,10.3897/zookeys.1004.58537,RO,Institutul Speologie Emil G. Racovita,,Romania,GN
1,NSPM,ZooKeys,10.3897/zookeys.573.7016,CA,"The Nova Scotia Museum of Natural History, Collections",HERBARIUM,Canada,GN
1,JCMC,ZooKeys,10.3897/zookeys.1005.57629,,,,,
8,KPM,ZooKeys,10.3897/zookeys.568.7733;10.3897/zookeys.712.14955,JP,Kanagawa Prefectural Museum of Natural History,HERBARIUM,Japan,GN
3,TKPM,ZooKeys,10.3897/zookeys.568.7733,JP,Tokushima Prefectural Museum,HERBARIUM,Japan,GN
12,CPAC,ZooKeys,10.3897/zookeys.566.6982,BR,Centro de Pesquisas Agropecuarias do Cerrado,,Brazil,GS
16,MSB,ZooKeys,10.3897/zookeys.562.6124;10.3897/zookeys.892.38868,DE,Ludwig-Maximilians-Universität,HERBARIUM,Germany,GN
15,ASU,ZooKeys,10.3897/zookeys.562.6124,,,,,
15,TNHC,ZooKeys,10.3897/zookeys.562.6124,US,"Texas Memorial Museum, Texas Natural History Collection",,United States,GN
15,UAZ,ZooKeys,10.3897/zookeys.562.6124,US,University of Arizona,,United States,GN
6,CUMV,ZooKeys,10.3897/zookeys.561.7137,US,"Cornell University, Museum of Vertebrates",UNIVERSITY_COLLEGE,United States,GN
4,CNHM,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.559.6350;10.3897/dez.66.31754,US,Cincinnati Museum Center,MUSEUM,United States,GN
2,NNM,ZooKeys,10.3897/zookeys.557.6298,NL,"National Museum of Natural History, Naturalis",MUSEUM,Netherlands,GN
1,CATIE,ZooKeys,10.3897/zookeys.557.7087,CR,Tropical Agricultural Research and Training Center (CATIE),HERBARIUM,Costa Rica,GS
1,WII,ZooKeys,10.3897/zookeys.555.6522,IN,Wildlife Institute of India,HERBARIUM,India,GS
1,CT,ZooKeys,10.3897/zookeys.541.6058,,,,,
6,USF,ZooKeys,10.3897/zookeys.533.6004,US,University of South Florida,HERBARIUM,United States,GN
15,MSBA,ZooKeys,10.3897/zookeys.1007.60012;10.3897/zookeys.580.8153,,,,,
