numTreatments,instCode,journals,dois
7,NMNHS,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.786.28386;10.3897/zookeys.687.13844;10.3897/zookeys.1004.58537;10.3897/nl.39.6760;10.3897/nl.43.54508
1,IZB,ZooKeys,10.3897/zookeys.786.28386
54,VMNH,ZooKeys,10.3897/zookeys.786.27631;10.3897/zookeys.1027.54888;10.3897/zookeys.1030.62544
1,DZUS,ZooKeys,10.3897/zookeys.785.28006
1,ENMU,ZooKeys,10.3897/zookeys.785.26674
5,QCAZ-I,ZooKeys,10.3897/zookeys.781.22841
1,BFUC,ZooKeys,10.3897/zookeys.781.25713
22,KIZ,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.744.21742;10.3897/zookeys.665.11609;10.3897/zookeys.646.11049;10.3897/zookeys.968.56677;10.3897/zookeys.1009.59693;10.3897/zookeys.1018.61033;10.3897/zookeys.734.21153
34,SEHU,ZooKeys;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609;10.3897/zookeys.912.47719;10.3897/dez.68.59641;10.3897/jhr.53.11027;10.3897/zookeys.990.55542
5,KPSP,ZooKeys,10.3897/zookeys.781.27354;10.3897/zookeys.665.11609
1,ITBC,ZooKeys,10.3897/zookeys.781.27354
3,MUHNAC,ZooKeys,10.3897/zookeys.780.25859
3,UASC,ZooKeys,10.3897/zookeys.780.26977
46,AEIC,ZooKeys,10.3897/zookeys.778.25775
22,UCDC,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.528.6001
101,MIZA,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.658.10928;10.3897/zookeys.580.8153;10.3897/zookeys.622.9155;10.3897/zookeys.669.11773;10.3897/zookeys.744.22766;10.3897/zookeys.1019.59881
63,IAVH,ZooKeys,10.3897/zookeys.778.25775;10.3897/zookeys.648.10935
16,NECJU,ZooKeys,10.3897/zookeys.777.24729;10.3897/zookeys.935.49843
21,BORN,ZooKeys,10.3897/zookeys.777.23212;10.3897/zookeys.907.36563
1,AZMI,ZooKeys,10.3897/zookeys.777.26745
18,MMUE,ZooKeys,10.3897/zookeys.777.26745;10.3897/zookeys.906.47978;10.3897/zookeys.1035.65767
1,ZUCT,ZooKeys,10.3897/zookeys.777.26745
10,SYS,ZooKeys;PhytoKeys,10.3897/zookeys.776.22925;10.3897/zookeys.986.47989;10.3897/zookeys.991.54935;10.3897/zookeys.995.55939;10.3897/phytokeys.146.50728;10.3897/phytokeys.176.65443
14,CIB,ZooKeys,10.3897/zookeys.776.22925;10.3897/zookeys.1025.62305;10.3897/zookeys.1036.56919;10.3897/zookeys.594.8768;10.3897/zookeys.615.9179
4,KSU,ZooKeys,10.3897/zookeys.774.25273
7,MZU,ZooKeys,10.3897/zookeys.773.24878;10.3897/zookeys.643.11093
31,NZCS,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.580.8153;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881
7,PUCE,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.838.33086;10.3897/zookeys.788.26325
12,CBDG,ZooKeys,10.3897/zookeys.768.24423;10.3897/zookeys.705.19815;10.3897/zookeys.669.11773;10.3897/zookeys.1019.59881
21,ZSFQ,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.673.12108
17,MZUA,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.751.20541
33,CORBIDI,ZooKeys;Evolutionary Systematics,10.3897/zookeys.766.24523;10.3897/zookeys.726.13864;10.3897/zookeys.630.9298;10.3897/zookeys.610.8507;10.3897/evolsyst.4.57578;10.3897/zookeys.594.8295;10.3897/zookeys.546.6533;10.3897/evolsyst.5.63674
24,LSUMZ,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.562.6124
9,EPN,ZooKeys,10.3897/zookeys.766.24523
5,QMOR,ZooKeys,10.3897/zookeys.765.24144
3,CPUFMA,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.765.23157;10.3897/zse.94.22106
4,IAECAS,ZooKeys,10.3897/zookeys.765.24366
2,ANDA,MycoKeys,10.3897/mycokeys.17.10153
1,LY,MycoKeys,10.3897/mycokeys.17.10153
1,TRTC,MycoKeys,10.3897/mycokeys.17.10153
5,MSUT,MycoKeys,10.3897/mycokeys.17.10512
1,RAMK,MycoKeys,10.3897/mycokeys.17.10512
6,WTU,MycoKeys,10.3897/mycokeys.18.10007
8,TENN,MycoKeys,10.3897/mycokeys.18.10007
1,AL,MycoKeys,10.3897/mycokeys.18.10007
1,OH,MycoKeys,10.3897/mycokeys.18.10007
1,PA,MycoKeys,10.3897/mycokeys.18.10007
1,VA,MycoKeys,10.3897/mycokeys.18.10007
3,GSMNP,MycoKeys,10.3897/mycokeys.18.10007
2,SFSU,MycoKeys,10.3897/mycokeys.18.10007
1,USAM,MycoKeys,10.3897/mycokeys.18.10007
1,GRM,MycoKeys,10.3897/mycokeys.18.10007
4,MICH,MycoKeys;PhytoKeys,10.3897/mycokeys.18.10007;10.3897/phytokeys.75.9198
1,NYS,MycoKeys,10.3897/mycokeys.18.10007
35,UBC,MycoKeys;ZooKeys,10.3897/mycokeys.18.10007;10.3897/zookeys.646.10787;10.3897/zookeys.625.9891
52,HMAS,MycoKeys,10.3897/mycokeys.19.11174;10.3897/mycokeys.34.24221;10.3897/mycokeys.67.50068;10.3897/mycokeys.71.55009;10.3897/mycokeys.70.54149;10.3897/mycokeys.60.38186;10.3897/mycokeys.57.36628;10.3897/mycokeys.80.63816;10.3897/mycokeys.26.14506;10.3897/mycokeys.47.30740;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.58.36723;10.3897/mycokeys.55.34527;10.3897/mycokeys.55.35015
80,BJFC,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.22.12380;10.3897/mycokeys.29.21250;10.3897/mycokeys.30.23109;10.3897/mycokeys.37.25901;10.3897/mycokeys.56.36079;10.3897/mycokeys.40.28700;10.3897/mycokeys.50.32517;10.3897/mycokeys.52.34066;10.3897/mycokeys.69.54012;10.3897/mycokeys.72.51872;10.3897/mycokeys.68.53561;10.3897/mycokeys.62.47425;10.3897/mycokeys.61.46799;10.3897/mycokeys.60.46395;10.3897/mycokeys.57.38035;10.3897/mycokeys.56.35554;10.3897/mycokeys.48.31956;10.3897/mycokeys.39.26914;10.3897/mycokeys.77.59999;10.3897/mycokeys.79.65221;10.3897/mycokeys.80.63997;10.3897/mycokeys.32.23641;10.3897/mycokeys.34.22593;10.3897/mycokeys.48.31715
101,MFLU,MycoKeys;ZooKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.33.23670;10.3897/mycokeys.34.25124;10.3897/mycokeys.40.26918;10.3897/zookeys.556.6002;10.3897/mycokeys.70.54231;10.3897/mycokeys.70.53674;10.3897/mycokeys.70.52043;10.3897/mycokeys.65.49769;10.3897/mycokeys.61.47056;10.3897/mycokeys.46.32458;10.3897/mycokeys.43.29365;10.3897/mycokeys.38.28011;10.3897/mycokeys.76.58465;10.3897/mycokeys.78.61836;10.3897/mycokeys.79.60662;10.3897/mycokeys.51.32272
8,TNM,MycoKeys,10.3897/mycokeys.20.11754;10.3897/mycokeys.52.34066
3,PRM,MycoKeys,10.3897/mycokeys.22.12380;10.3897/mycokeys.79.63908
1,DSMZ,MycoKeys,10.3897/mycokeys.27.21254
4,GDGM,MycoKeys,10.3897/mycokeys.28.21029;10.3897/mycokeys.51.32775;10.3897/mycokeys.61.47520
5,SWFC,MycoKeys,10.3897/mycokeys.29.22086;10.3897/mycokeys.65.48660
11,BBH,MycoKeys,10.3897/mycokeys.33.23341;10.3897/mycokeys.72.55088;10.3897/mycokeys.71.55126;10.3897/mycokeys.58.36307
3,BCC,MycoKeys,10.3897/mycokeys.33.23341
67,MFLUCC,MycoKeys,10.3897/mycokeys.33.23670;10.3897/mycokeys.34.25124;10.3897/mycokeys.70.54231;10.3897/mycokeys.70.53674;10.3897/mycokeys.70.52043;10.3897/mycokeys.63.49264;10.3897/mycokeys.46.32458;10.3897/mycokeys.43.29365;10.3897/mycokeys.43.25081;10.3897/mycokeys.38.28011
51,CGMCC,MycoKeys,10.3897/mycokeys.34.24221;10.3897/mycokeys.47.30740;10.3897/mycokeys.40.23828;10.3897/mycokeys.73.51424;10.3897/mycokeys.73.56905;10.3897/mycokeys.68.52092;10.3897/mycokeys.57.36628;10.3897/mycokeys.55.35015;10.3897/mycokeys.48.32147;10.3897/mycokeys.44.30295;10.3897/mycokeys.76.57410;10.3897/mycokeys.26.14688;10.3897/mycokeys.26.14919;10.3897/mycokeys.47.29180;10.3897/mycokeys.43.25081
21,HKAS,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.59.36823;10.3897/mycokeys.70.54149;10.3897/mycokeys.62.36633;10.3897/mycokeys.79.60662
22,ICMP,MycoKeys,10.3897/mycokeys.34.25124;10.3897/mycokeys.38.28011
111,CBS,MycoKeys,10.3897/mycokeys.47.30740;10.3897/mycokeys.60.39069;10.3897/mycokeys.74.57824;10.3897/mycokeys.68.50035;10.3897/mycokeys.63.46836;10.3897/mycokeys.49.31904;10.3897/mycokeys.44.29742;10.3897/mycokeys.76.58406;10.3897/mycokeys.77.60862;10.3897/mycokeys.77.60077;10.3897/mycokeys.78.60063;10.3897/mycokeys.19.11161;10.3897/mycokeys.32.23754;10.3897/mycokeys.34.25974;10.3897/mycokeys.40.28636;10.3897/mycokeys.74.53433;10.3897/mycokeys.75.57192;10.3897/mycokeys.68.51667;10.3897/mycokeys.59.37966
1,KR,MycoKeys,10.3897/mycokeys.48.30350
27,PREM,MycoKeys,10.3897/mycokeys.60.39069;10.3897/mycokeys.76.58406
11,NHMO,Nota Lepidopterologica;ZooKeys,10.3897/nl.40.11184;10.3897/nl.39.9090;10.3897/zookeys.992.55977
13,ZMKU,Nota Lepidopterologica;ZooKeys,10.3897/nl.40.13085;10.3897/nl.41.23395;10.3897/zookeys.846.33200;10.3897/zookeys.1023.61081;10.3897/zookeys.1036.64880
1,MCVR,Nota Lepidopterologica,10.3897/nl.41.22840
4,NF,PhytoKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.119.32148
6,PE,PhytoKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.79.11215;10.3897/phytokeys.148.48510;10.3897/phytokeys.161.53010
21,KUN,PhytoKeys;MycoKeys;ZooKeys,10.3897/phytokeys.109.27566;10.3897/phytokeys.130.35047;10.3897/phytokeys.130.34153;10.3897/phytokeys.157.32729;10.3897/phytokeys.166.58831;10.3897/phytokeys.157.50246;10.3897/phytokeys.156.49137;10.3897/mycokeys.67.51020;10.3897/zookeys.568.7733;10.3897/phytokeys.171.59562;10.3897/phytokeys.177.63346
3,SIFS,PhytoKeys,10.3897/phytokeys.109.27566
12,SING,PhytoKeys,10.3897/phytokeys.110.25846;10.3897/phytokeys.89.20875;10.3897/phytokeys.73.9737;10.3897/phytokeys.68.8803;10.3897/phytokeys.62.8101;10.3897/phytokeys.174.62023
11,XTBG,PhytoKeys;ZooKeys,10.3897/phytokeys.110.28673;10.3897/zookeys.1021.56599;10.3897/phytokeys.83.12869;10.3897/phytokeys.138.38995;10.3897/zookeys.1034.59413
2,TNS,PhytoKeys,10.3897/phytokeys.113.29103;10.3897/phytokeys.148.48957
4,IBK,PhytoKeys,10.3897/phytokeys.117.28281;10.3897/phytokeys.159.56109;10.3897/phytokeys.153.52796
3,DUH,PhytoKeys,10.3897/phytokeys.124.33453;10.3897/phytokeys.68.9975
4,CALI,PhytoKeys,10.3897/phytokeys.124.33453;10.3897/phytokeys.62.7623
1,MHNS,Subterranean Biology,10.3897/subtbiol.25.23364
22,OSUM,Subterranean Biology,10.3897/subtbiol.25.23463
10,CDRS,Subterranean Biology;ZooKeys,10.3897/subtbiol.17.7660;10.3897/zookeys.729.21779
1,LZU,PhytoKeys,10.3897/phytokeys.98.23639
19,KH,PhytoKeys;ZooKeys,10.3897/phytokeys.89.21004;10.3897/phytokeys.161.53019;10.3897/zookeys.619.10043
4,HITBC,PhytoKeys,10.3897/phytokeys.88.19861;10.3897/phytokeys.171.59562
5,JXAU,PhytoKeys;ZooKeys,10.3897/phytokeys.85.13804;10.3897/zookeys.1028.61018
97,MO,PhytoKeys,10.3897/phytokeys.77.11190;10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10298;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.10371;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8198;10.3897/phytokeys.63.6262;10.3897/phytokeys.58.6973;10.3897/phytokeys.57.5784;10.3897/phytokeys.57.5339;10.3897/phytokeys.56.5306;10.3897/phytokeys.134.37979;10.3897/phytokeys.67.6703
6,SEL,PhytoKeys;ZooKeys,10.3897/phytokeys.77.11190;10.3897/zookeys.955.53644
13,PMA,PhytoKeys,10.3897/phytokeys.77.11190;10.3897/phytokeys.57.6489
3,UCH,PhytoKeys,10.3897/phytokeys.77.11190
42,NY,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.76.10298;10.3897/phytokeys.75.10015;10.3897/phytokeys.75.10759;10.3897/phytokeys.74.10380;10.3897/phytokeys.74.10159;10.3897/phytokeys.69.9292;10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8895;10.3897/phytokeys.58.6973;10.3897/phytokeys.58.5292;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.67.6703
8,BISH,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.69.8844;10.3897/phytokeys.60.6465;10.3897/phytokeys.58.5292
3,UC,PhytoKeys,10.3897/phytokeys.76.11637
6,PTBG,PhytoKeys,10.3897/phytokeys.76.11637;10.3897/phytokeys.69.8844;10.3897/phytokeys.60.6465;10.3897/phytokeys.169.58107
4,HALE,PhytoKeys;ZooKeys,10.3897/phytokeys.76.11637;10.3897/zookeys.544.6074
31,CR,PhytoKeys,10.3897/phytokeys.76.10298;10.3897/phytokeys.61.7295;10.3897/phytokeys.134.37979
9,USJ,PhytoKeys,10.3897/phytokeys.76.10298
9,INB,PhytoKeys,10.3897/phytokeys.76.10298
8,GH,PhytoKeys;ZooKeys,10.3897/phytokeys.76.10298;10.3897/phytokeys.58.6973;10.3897/zookeys.572.6763
5,LSCR,PhytoKeys,10.3897/phytokeys.76.10298
5,LOC,PhytoKeys,10.3897/phytokeys.76.10298
25,MEXU,PhytoKeys,10.3897/phytokeys.76.10921;10.3897/phytokeys.75.9198;10.3897/phytokeys.74.10159;10.3897/phytokeys.62.7953;10.3897/phytokeys.134.37979
1,FCME,PhytoKeys,10.3897/phytokeys.76.10921
5,COL,PhytoKeys,10.3897/phytokeys.76.11220;10.3897/phytokeys.64.6864;10.3897/phytokeys.162.55891
3,MOL,PhytoKeys,10.3897/phytokeys.75.10759;10.3897/phytokeys.64.6864
1,HOXA,PhytoKeys,10.3897/phytokeys.75.10759
9,WU,PhytoKeys;MycoKeys,10.3897/phytokeys.75.10244;10.3897/mycokeys.66.48389;10.3897/mycokeys.63.49054;10.3897/mycokeys.59.37966
8,ANK,PhytoKeys,10.3897/phytokeys.75.10244;10.3897/phytokeys.69.8360;10.3897/phytokeys.61.7082;10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571
4,EGE,PhytoKeys,10.3897/phytokeys.75.10244;10.3897/phytokeys.69.9302
6,NGBB,PhytoKeys,10.3897/phytokeys.75.10244;10.3897/phytokeys.69.9302;10.3897/phytokeys.65.8571
3,ENCB,PhytoKeys,10.3897/phytokeys.75.9198
3,EBUM,PhytoKeys,10.3897/phytokeys.75.9198
3,DAO,PhytoKeys,10.3897/phytokeys.75.9198
3,FAA,PhytoKeys,10.3897/phytokeys.75.9198
3,CIMI,PhytoKeys,10.3897/phytokeys.75.9198
3,IEB,PhytoKeys,10.3897/phytokeys.75.9198
3,WLU,PhytoKeys,10.3897/phytokeys.75.9198
2,ATH,PhytoKeys,10.3897/phytokeys.74.10381
2,ATHU,PhytoKeys,10.3897/phytokeys.74.10381
7,GB,PhytoKeys,10.3897/phytokeys.74.10381;10.3897/phytokeys.58.6973;10.3897/phytokeys.56.5306
2,USMS,PhytoKeys,10.3897/phytokeys.74.10380
2,ODU,PhytoKeys,10.3897/phytokeys.74.10380
2,MMNS,PhytoKeys,10.3897/phytokeys.74.10380
5,XAL,PhytoKeys;MycoKeys,10.3897/phytokeys.74.10371;10.3897/phytokeys.65.8454;10.3897/mycokeys.59.38359
3,HEM,PhytoKeys,10.3897/phytokeys.74.10371;10.3897/phytokeys.65.8454
5,IBGE,PhytoKeys,10.3897/phytokeys.74.9835
10,MBM,PhytoKeys;ZooKeys,10.3897/phytokeys.74.9835;10.3897/phytokeys.57.5784;10.3897/zookeys.603.9125;10.3897/zookeys.683.12272
5,UEC,PhytoKeys,10.3897/phytokeys.74.9835
5,HURB,PhytoKeys,10.3897/phytokeys.74.9835
8,RB,PhytoKeys,10.3897/phytokeys.74.9835;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/phytokeys.71.9203
5,UFMT,PhytoKeys,10.3897/phytokeys.74.9835
5,CH,PhytoKeys,10.3897/phytokeys.74.9835
5,HERBAM,PhytoKeys,10.3897/phytokeys.74.9835
5,ULM,PhytoKeys,10.3897/phytokeys.74.9835
5,CPAP,PhytoKeys,10.3897/phytokeys.74.9835
14,BM,PhytoKeys;ZooKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.73.10365;10.3897/phytokeys.61.7258;10.3897/phytokeys.57.6489;10.3897/phytokeys.57.5784;10.3897/zookeys.562.7310
10,NSW,PhytoKeys;ZooKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.151.51909;10.3897/zookeys.517.10187
6,NE,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.57.5784
5,CORD,PhytoKeys,10.3897/phytokeys.74.10159
6,SI,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.65.7024
8,LPB,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973
5,WIS,PhytoKeys,10.3897/phytokeys.74.10159
7,USZ,PhytoKeys,10.3897/phytokeys.74.10159;10.3897/phytokeys.58.6973
5,UT,PhytoKeys,10.3897/phytokeys.74.10159
27,KYO,PhytoKeys;ZooKeys,10.3897/phytokeys.73.10019;10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/zookeys.568.6721;10.3897/phytokeys.57.6347
2,OSA,PhytoKeys,10.3897/phytokeys.73.10019
4,FRI,PhytoKeys,10.3897/phytokeys.73.9737
8,KEP,PhytoKeys,10.3897/phytokeys.73.9737;10.3897/phytokeys.110.25846;10.3897/phytokeys.98.23903;10.3897/phytokeys.172.59336;10.3897/phytokeys.174.62023
4,SAN,PhytoKeys,10.3897/phytokeys.73.9737
4,KLU,PhytoKeys,10.3897/phytokeys.73.9737
7,PNH,PhytoKeys,10.3897/phytokeys.73.10055;10.3897/phytokeys.69.9466;10.3897/phytokeys.61.7295
2,CAHUP,PhytoKeys,10.3897/phytokeys.73.10055
2,BPL,PhytoKeys,10.3897/phytokeys.73.10055
2,UPLB,PhytoKeys,10.3897/phytokeys.73.10055
9,FLAS,PhytoKeys;MycoKeys,10.3897/phytokeys.72.9355;10.3897/phytokeys.67.6703;10.3897/mycokeys.80.64435;10.3897/mycokeys.30.22887;10.3897/phytokeys.86.11249;10.3897/mycokeys.56.30280
26,WAG,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.68.9576;10.3897/phytokeys.63.6262
20,BR,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694
1,GC,PhytoKeys,10.3897/phytokeys.69.9292
13,YA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.61.7017
17,EA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.63.6262
3,UPS,PhytoKeys,10.3897/phytokeys.69.9292
3,TAN,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.167.58538
7,BRLU,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.61.7017
9,LBV,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.68.9576;10.3897/phytokeys.61.7017
6,MA,PhytoKeys,10.3897/phytokeys.69.9292
11,LISC,PhytoKeys,10.3897/phytokeys.69.9292
6,LMU,PhytoKeys,10.3897/phytokeys.69.9292
11,PRE,PhytoKeys,10.3897/phytokeys.69.9292
8,HBG,PhytoKeys,10.3897/phytokeys.69.9292
6,PH,PhytoKeys,10.3897/phytokeys.69.9292
9,SRGH,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694
7,FHO,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.71.9203
6,NU,PhytoKeys,10.3897/phytokeys.69.9292
9,LMA,PhytoKeys,10.3897/phytokeys.69.9292;10.3897/phytokeys.133.38694
1,AIBU,PhytoKeys,10.3897/phytokeys.69.9302
5,WM,PhytoKeys;ZooKeys,10.3897/phytokeys.69.8844;10.3897/zookeys.529.6139
5,CANB,PhytoKeys,10.3897/phytokeys.69.8844;10.3897/phytokeys.63.7743;10.3897/phytokeys.151.51909
1,EM,PhytoKeys,10.3897/phytokeys.69.8844
7,GAZI,PhytoKeys,10.3897/phytokeys.69.8360;10.3897/phytokeys.68.9089;10.3897/phytokeys.61.7082;10.3897/phytokeys.56.5755;10.3897/phytokeys.65.8571
25,FU,PhytoKeys;ZooKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.58.5292;10.3897/zookeys.938.51614;10.3897/phytokeys.65.8792;10.3897/phytokeys.65.7403;10.3897/phytokeys.65.6726;10.3897/phytokeys.58.6816;10.3897/phytokeys.57.6347;10.3897/zookeys.1028.63822
11,HN,PhytoKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.69.9272;10.3897/phytokeys.62.7974;10.3897/phytokeys.149.51710;10.3897/phytokeys.166.55731
14,VNM,PhytoKeys,10.3897/phytokeys.69.9821;10.3897/phytokeys.62.7974;10.3897/phytokeys.149.51710;10.3897/phytokeys.65.6726;10.3897/phytokeys.57.6347
1,CAL,PhytoKeys,10.3897/phytokeys.68.9975
1,BSD,PhytoKeys,10.3897/phytokeys.68.9975
1,VANF,PhytoKeys,10.3897/phytokeys.68.8745
1,JAUM,PhytoKeys,10.3897/phytokeys.65.8674
1,UGDA,PhytoKeys,10.3897/phytokeys.65.8674
1,NOCC,PhytoKeys,10.3897/phytokeys.65.8254
11,USM,PhytoKeys;ZooKeys,10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864;10.3897/zookeys.545.6415
3,CUZ,PhytoKeys,10.3897/phytokeys.65.7024;10.3897/phytokeys.64.6864
1,UJAT,PhytoKeys,10.3897/phytokeys.65.8454
3,HUT,PhytoKeys,10.3897/phytokeys.64.6864
2,AMAZ,PhytoKeys,10.3897/phytokeys.64.6864
2,HAO,PhytoKeys,10.3897/phytokeys.64.6864;10.3897/phytokeys.63.8895
1,RHS,PhytoKeys,10.3897/phytokeys.63.8895
1,FTG,PhytoKeys,10.3897/phytokeys.63.8895
6,UMUTZ,ZooKeys,10.3897/zookeys.522.10294;10.3897/zookeys.587.8188
1,MZS,ZooKeys,10.3897/zookeys.522.10294
2,SMBL,ZooKeys,10.3897/zookeys.522.10294
1,ORI,ZooKeys,10.3897/zookeys.522.10294
14,OUM,ZooKeys,10.3897/zookeys.758.24169;10.3897/zookeys.639.10893;10.3897/zookeys.596.8332
7,RSKM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/jhr.77.53704
51,KUNHM,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.658.10928;10.3897/zookeys.622.9155
35,UCBME,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.646.11411
9,CUM,ZooKeys,10.3897/zookeys.755.23939
58,PCYU,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.591.7731
20,ABS,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.755.23939;10.3897/zookeys.533.6004;10.3897/jhr.80.59466
6,JBWM,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.559.6134
6,NCSU,ZooKeys,10.3897/zookeys.755.23939
15,QVM,ZooKeys,10.3897/zookeys.754.25704;10.3897/zookeys.687.14872;10.3897/zookeys.652.12035;10.3897/zookeys.632.10657
5,BOR/COL,ZooKeys,10.3897/zookeys.754.24276
2,SP,ZooKeys,10.3897/zookeys.754.24276
44,IBSP,ZooKeys,10.3897/zookeys.753.20805;10.3897/zookeys.589.7951;10.3897/zookeys.622.8682;10.3897/zookeys.1031.62181;10.3897/zookeys.771.24921;10.3897/zookeys.726.19778
18,ISLA,ZooKeys;Subterranean Biology,10.3897/zookeys.753.20805;10.3897/subtbiol.36.54034;10.3897/zookeys.790.27193;10.3897/subtbiol.27.25777;10.3897/zookeys.726.19778;10.3897/zookeys.589.7951;10.3897/zookeys.600.8580;10.3897/zookeys.622.8682;10.3897/subtbiol.37.60483
3,RMRAC,ZooKeys,10.3897/zookeys.753.22366
9,CBM,ZooKeys,10.3897/zookeys.752.23712
12,NTOU,ZooKeys,10.3897/zookeys.752.23712;10.3897/zookeys.858.35198;10.3897/zookeys.1008.59966
13,LKCNHM ZRC,ZooKeys,10.3897/zookeys.752.23712
10,NWAFU,ZooKeys,10.3897/zookeys.750.23486;10.3897/zookeys.832.30301;10.3897/zookeys.880.38033;10.3897/zookeys.545.5992;10.3897/zookeys.635.9915;10.3897/zookeys.605.8944
15,MSPU,ZooKeys,10.3897/zookeys.750.22764;10.3897/zookeys.737.21191;10.3897/zookeys.673.12084;10.3897/zookeys.1005.54882;10.3897/zookeys.658.11227
1,TPM,ZooKeys,10.3897/zookeys.750.22764
2,EFC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.742.22854;10.3897/jhr.76.38340
2,NTUM,ZooKeys,10.3897/zookeys.740.21729
5,KUM,ZooKeys,10.3897/zookeys.740.20458;10.3897/zookeys.987.53648;10.3897/zookeys.559.6755
24,MHBU,ZooKeys,10.3897/zookeys.738.19884;10.3897/zookeys.880.34712;10.3897/zookeys.770.25491;10.3897/zookeys.748.23273;10.3897/zookeys.709.14755;10.3897/zookeys.857.29011;10.3897/zookeys.852.31611;10.3897/zookeys.525.6021;10.3897/zookeys.677.10399;10.3897/zookeys.553.6654;10.3897/zookeys.595.7569;10.3897/zookeys.600.7924;10.3897/zookeys.936.48577;10.3897/zookeys.968.48723;10.3897/zookeys.604.9049;10.3897/zookeys.1040.59547
11,IAvH,ZooKeys,10.3897/zookeys.738.22273;10.3897/zookeys.714.15113;10.3897/zookeys.668.11350;10.3897/zookeys.1031.56035
4,CZUG,ZooKeys,10.3897/zookeys.736.21628
4,NIWA,ZooKeys,10.3897/zookeys.733.14052;10.3897/zookeys.731.19948
7,CASENT,ZooKeys,10.3897/zookeys.727.20222
1,FM,ZooKeys,10.3897/zookeys.727.20222
2,IMAU,ZooKeys,10.3897/zookeys.725.21267;10.3897/zookeys.1000.57577
10,UZC,ZooKeys,10.3897/zookeys.724.21415;10.3897/zookeys.1039.66493
3,DZUB,ZooKeys,10.3897/zookeys.724.20680
1,NUYS,ZooKeys,10.3897/zookeys.721.13918
8,HIC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.718.21151;10.3897/jhr.68.30131
